claim_id,file_line,value,macro_or_literal,provenance,configuration,status,claim_context
CL0279,presentations/v6/talk_v6.tex:453,20,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:453,Context: {frame}{Geant4 Validates the Napkin},unverified,"\begin{frame}{Geant4 Validates the Napkin}     Geant4 (hybrid geometry, $N_\text{TOP}=20$, $m=8$): $\sigma_\text{END} = \sigmaENDval$ — within 20\%."
CL0280,presentations/v6/talk_v6.tex:453,8,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:453,Context: {frame}{Geant4 Validates the Napkin},unverified,"\begin{frame}{Geant4 Validates the Napkin}     Geant4 (hybrid geometry, $N_\text{TOP}=20$, $m=8$): $\sigma_\text{END} = \sigmaENDval$ — within 20\%."
CL0281,presentations/v6/talk_v6.tex:453,20,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:453,Context: {frame}{Geant4 Validates the Napkin},unverified,"\begin{frame}{Geant4 Validates the Napkin}     Geant4 (hybrid geometry, $N_\text{TOP}=20$, $m=8$): $\sigma_\text{END} = \sigmaENDval$ — within 20\%."
CL0282,presentations/v6/talk_v6.tex:454,"50.49\,\text{ps}",\sigmaENDonlyval,"/home/rrios/ej200/analysis/optim/phase_ab_optimal.csv: ej230; scripts/results_macros.py reproduces 50.49441453; historical CSV reproduced, not a new timing simulation.; rounded display alias","EJ230, End, N_TOP=0, x=0 mm",valid,"\begin{frame}{Geant4 Validates the Napkin}     {\footnotesize END-only ($N_\text{TOP}=0$, $m^*=7$): $\sigmaENDonlyval$ (scan\_end\_vikuiti).}"
CL0283,presentations/v6/talk_v6.tex:454,0,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:454,Context: {frame}{Geant4 Validates the Napkin},unverified,"\begin{frame}{Geant4 Validates the Napkin}     {\footnotesize END-only ($N_\text{TOP}=0$, $m^*=7$): $\sigmaENDonlyval$ (scan\_end\_vikuiti).}"
CL0284,presentations/v6/talk_v6.tex:454,7,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:454,Context: {frame}{Geant4 Validates the Napkin},unverified,"\begin{frame}{Geant4 Validates the Napkin}     {\footnotesize END-only ($N_\text{TOP}=0$, $m^*=7$): $\sigmaENDonlyval$ (scan\_end\_vikuiti).}"
CL0285,presentations/v6/talk_v6.tex:457,\includegraphics[width=\linewidth]{figs/#1},\anafig,No independently matching source located; deck declaration only: presentations/v6/talk_v6.tex:20,Configuration not established from an independent source,unverified,\begin{frame}{Geant4 Validates the Napkin}     \anafig{fig_npe_x}\\[1pt]
CL0286,presentations/v6/talk_v6.tex:472,1,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:472,Context: {frame}{END Estimator: m-Average of First Photons},unverified,"\begin{frame}{END Estimator: m-Average of First Photons}       T_0^\text{END} = \tfrac{1}{2}\!\left(\bar{t}_L^{(m)} + \bar{t}_R^{(m)}\right),"
CL0287,presentations/v6/talk_v6.tex:472,2,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:472,Context: {frame}{END Estimator: m-Average of First Photons},unverified,"\begin{frame}{END Estimator: m-Average of First Photons}       T_0^\text{END} = \tfrac{1}{2}\!\left(\bar{t}_L^{(m)} + \bar{t}_R^{(m)}\right),"
CL0288,presentations/v6/talk_v6.tex:474,1,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:474,Context: {frame}{END Estimator: m-Average of First Photons},unverified,\begin{frame}{END Estimator: m-Average of First Photons}       \bar{t}^{(m)} = \frac{1}{m}\sum_{i=1}^{m} t_i^{(\text{sorted})}
CL0289,presentations/v6/talk_v6.tex:474,1,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:474,Context: {frame}{END Estimator: m-Average of First Photons},unverified,\begin{frame}{END Estimator: m-Average of First Photons}       \bar{t}^{(m)} = \frac{1}{m}\sum_{i=1}^{m} t_i^{(\text{sorted})}
CL0290,presentations/v6/talk_v6.tex:477,8,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:477,Context: {frame}{END Estimator: m-Average of First Photons},unverified,\begin{frame}{END Estimator: m-Average of First Photons}     \textbf{Optimal $m$:} balance between noise rejection (large $m$) and avoiding slow photons (small $m$). Oracle: $m^* = 8$ at $x=0$.\\[4pt]
CL0291,presentations/v6/talk_v6.tex:477,0,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:477,Context: {frame}{END Estimator: m-Average of First Photons},unverified,\begin{frame}{END Estimator: m-Average of First Photons}     \textbf{Optimal $m$:} balance between noise rejection (large $m$) and avoiding slow photons (small $m$). Oracle: $m^* = 8$ at $x=0$.\\[4pt]
CL0292,presentations/v6/talk_v6.tex:478,0,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:478,Context: {frame}{END Estimator: m-Average of First Photons},unverified,"\begin{frame}{END Estimator: m-Average of First Photons}     \textbf{Result at $x=0$, $m=8$:}"
CL0293,presentations/v6/talk_v6.tex:478,8,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:478,Context: {frame}{END Estimator: m-Average of First Photons},unverified,"\begin{frame}{END Estimator: m-Average of First Photons}     \textbf{Result at $x=0$, $m=8$:}"
CL0294,presentations/v6/talk_v6.tex:480,53.68\ps,\sigmaENDval,/home/rrios/ej200_deck_20260910/analysis/optim/root_best_est/verification.json; /home/rrios/ej200/analysis/optim/root_best_est/blue_wscan_x0.meta.json; historical provenance located; not validated for corrected EndTop and timing re-simulation not authorized,"EJ-230, historical EndTop, N_TOP=20; x=0 unless macro specifies +200/+600; estimator conventions differ",unverified,\begin{frame}{END Estimator: m-Average of First Photons}       \sigma_\text{END} = \sigmaENDval
CL0295,presentations/v6/talk_v6.tex:482,"700\,\text{mm}",\NapLhalfmm,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,\begin{frame}{END Estimator: m-Average of First Photons}     \textbf{Path to END:} $L/2 = \NapLhalfmm$ axial (\NaptaxialENDns) up to $(L/2)/\!\sin\theta_c = \NappathTIRlimmm$ at $\theta_c$ from the $H$-face normal (\NaptTIRlimns).
CL0296,presentations/v6/talk_v6.tex:482,"3.689\,\text{ns}",\NaptaxialENDns,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,\begin{frame}{END Estimator: m-Average of First Photons}     \textbf{Path to END:} $L/2 = \NapLhalfmm$ axial (\NaptaxialENDns) up to $(L/2)/\!\sin\theta_c = \NappathTIRlimmm$ at $\theta_c$ from the $H$-face normal (\NaptTIRlimns).
CL0297,presentations/v6/talk_v6.tex:482,"1106\,\text{mm}",\NappathTIRlimmm,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,\begin{frame}{END Estimator: m-Average of First Photons}     \textbf{Path to END:} $L/2 = \NapLhalfmm$ axial (\NaptaxialENDns) up to $(L/2)/\!\sin\theta_c = \NappathTIRlimmm$ at $\theta_c$ from the $H$-face normal (\NaptTIRlimns).
CL0298,presentations/v6/talk_v6.tex:482,"5.829\,\text{ns}",\NaptTIRlimns,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,\begin{frame}{END Estimator: m-Average of First Photons}     \textbf{Path to END:} $L/2 = \NapLhalfmm$ axial (\NaptaxialENDns) up to $(L/2)/\!\sin\theta_c = \NappathTIRlimmm$ at $\theta_c$ from the $H$-face normal (\NaptTIRlimns).
CL0299,presentations/v6/talk_v6.tex:482,2,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:482,Context: {frame}{END Estimator: m-Average of First Photons},unverified,\begin{frame}{END Estimator: m-Average of First Photons}     \textbf{Path to END:} $L/2 = \NapLhalfmm$ axial (\NaptaxialENDns) up to $(L/2)/\!\sin\theta_c = \NappathTIRlimmm$ at $\theta_c$ from the $H$-face normal (\NaptTIRlimns).
CL0300,presentations/v6/talk_v6.tex:482,2,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:482,Context: {frame}{END Estimator: m-Average of First Photons},unverified,\begin{frame}{END Estimator: m-Average of First Photons}     \textbf{Path to END:} $L/2 = \NapLhalfmm$ axial (\NaptaxialENDns) up to $(L/2)/\!\sin\theta_c = \NappathTIRlimmm$ at $\theta_c$ from the $H$-face normal (\NaptTIRlimns).
CL0301,presentations/v6/talk_v6.tex:485,\includegraphics[width=\linewidth]{figs/#1},\anafig,No independently matching source located; deck declaration only: presentations/v6/talk_v6.tex:20,Configuration not established from an independent source,unverified,\begin{frame}{END Estimator: m-Average of First Photons}     \anafig{fig_end_mscan}\\[2pt]
CL0302,presentations/v6/talk_v6.tex:486,0,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:486,Context: {frame}{END Estimator: m-Average of First Photons},unverified,\begin{frame}{END Estimator: m-Average of First Photons}     \footnotesize $\sigma_\text{END}$ vs $m$ at $x=0$. Minimum near $m=8$.
CL0303,presentations/v6/talk_v6.tex:486,8,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:486,Context: {frame}{END Estimator: m-Average of First Photons},unverified,\begin{frame}{END Estimator: m-Average of First Photons}     \footnotesize $\sigma_\text{END}$ vs $m$ at $x=0$. Minimum near $m=8$.
CL0304,presentations/v6/talk_v6.tex:499,10,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:499,Context: {frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits},unverified,\begin{frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits}     TOP SiPMs sit along the bar; a hit on the nearest SiPM travels only $\sim\!10\mm$.
CL0305,presentations/v6/talk_v6.tex:501,10,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:501,Context: {frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits},unverified,\begin{frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits}       \tau_\text{prop}^\text{TOP} \approx \frac{10\mm}{v_g} = 53\ps
CL0306,presentations/v6/talk_v6.tex:501,53,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:501,Context: {frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits},unverified,\begin{frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits}       \tau_\text{prop}^\text{TOP} \approx \frac{10\mm}{v_g} = 53\ps
CL0307,presentations/v6/talk_v6.tex:503,"3.689\,\text{ns}",\NaptaxialENDns,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\begin{frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits}     vs.\ $\tau_\text{prop}^\text{END} \in [\NaptaxialENDns,\,\NaptTIRlimns]$.\\[4pt]"
CL0308,presentations/v6/talk_v6.tex:503,"5.829\,\text{ns}",\NaptTIRlimns,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\begin{frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits}     vs.\ $\tau_\text{prop}^\text{END} \in [\NaptaxialENDns,\,\NaptTIRlimns]$.\\[4pt]"
CL0309,presentations/v6/talk_v6.tex:504,0,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:504,Context: {frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits},unverified,"\begin{frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits}     \textbf{Result at $x=0$, $k=3$, $N_\text{TOP}=20$:}"
CL0310,presentations/v6/talk_v6.tex:504,3,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:504,Context: {frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits},unverified,"\begin{frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits}     \textbf{Result at $x=0$, $k=3$, $N_\text{TOP}=20$:}"
CL0311,presentations/v6/talk_v6.tex:504,20,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:504,Context: {frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits},unverified,"\begin{frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits}     \textbf{Result at $x=0$, $k=3$, $N_\text{TOP}=20$:}"
CL0312,presentations/v6/talk_v6.tex:506,15.20\ps,\sigmaTOPval,/home/rrios/ej200_deck_20260910/analysis/optim/root_best_est/verification.json; /home/rrios/ej200/analysis/optim/root_best_est/blue_wscan_x0.meta.json; historical provenance located; not validated for corrected EndTop and timing re-simulation not authorized,"EJ-230, historical EndTop, N_TOP=20; x=0 unless macro specifies +200/+600; estimator conventions differ",unverified,\begin{frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits}       \sigma_\text{TOP} = \sigmaTOPval
CL0313,presentations/v6/talk_v6.tex:508,3.5,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:508,Context: {frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits},unverified,"\begin{frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits}     \alert{3.5× better than END.} The key is proximity, not photon statistics."
CL0314,presentations/v6/talk_v6.tex:511,\includegraphics[width=\linewidth]{figs/#1},\anafig,No independently matching source located; deck declaration only: presentations/v6/talk_v6.tex:20,Configuration not established from an independent source,unverified,\begin{frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits}     \anafig{fig1_kscan}\\[2pt]
CL0315,presentations/v6/talk_v6.tex:512,0,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:512,Context: {frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits},unverified,"\begin{frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits}     \footnotesize $\sigma_\text{TOP}$ vs $k$ at $x=0$, $N_\text{TOP}=20$. Minimum at $k=3$."
CL0316,presentations/v6/talk_v6.tex:512,20,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:512,Context: {frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits},unverified,"\begin{frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits}     \footnotesize $\sigma_\text{TOP}$ vs $k$ at $x=0$, $N_\text{TOP}=20$. Minimum at $k=3$."
CL0317,presentations/v6/talk_v6.tex:512,3,literal,No independently matching producer sidecar found for this literal; source declaration is talk_v6.tex:512,Context: {frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits},unverified,"\begin{frame}{TOP Estimator: $k$-th Order Statistic of Pooled Hits}     \footnotesize $\sigma_\text{TOP}$ vs $k$ at $x=0$, $N_\text{TOP}=20$. Minimum at $k=3$."
CL0318,presentations/v6/talk_v6.tex:524,"700\,\text{mm}",\NapLhalfmm,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,\begin{frame}{Why TOP Beats END: Near-Field vs Far-Field}       Path length & $\NapLhalfmm$--$\NappathTIRlimmm$ & $\sim\!10\mm$ \\
CL0319,presentations/v6/talk_v6.tex:524,"1106\,\text{mm}",\NappathTIRlimmm,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,\begin{frame}{Why TOP Beats END: Near-Field vs Far-Field}       Path length & $\NapLhalfmm$--$\NappathTIRlimmm$ & $\sim\!10\mm$ \\
